BGC_name,BGC_full,Class,BiG-SCAPE class,Product Prediction,Clan,Family,Pfam_vector,Pfam_vector_length,Pfam_descriptor
Aq_Aq107_contig_13,Aq_Aq107_contig_13.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,3,55,['PF00441.24 PF02770.19 PF02771.16 PF02812.18 PF00208.21 PF06450.12 PF01618.16 PF02472.16 PF08245.12 PF00326.21 PF02897.15 PF12833.7 PF02357.19 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF18563.1 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF00296.20 PF00501.28 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF08659.10 PF00550.25 PF18563.1 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF18563.1 PF00668.20 PF01177.22 PF00501.28 PF00550.25 PF00668.20 PF00501.28 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00668.20 PF00501.28 PF00550.25 PF00668.20 PF00668.20 PF00501.28 PF00550.25 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF08659.10 PF00550.25 PF18563.1 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF08659.10 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF18456.1 PF13483.6 PF18563.1 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF13715.6 PF14905.6 PF00975.20 PF13738.6 PF00664.23 PF00005.27 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00561.20 PF08386.10 PF01648.20 PF05552.12 PF00924.18 PF10851.8 PF02875.21 PF08245.12 PF01225.25 PF03781.16 PF01364.18 PF00383.23 PF00676.20 PF00364.22 PF00364.22 PF02817.17 PF00198.23 PF00293.28 PF04389.17 PF00106.25'],133.0,Acyl-CoA_dh_1;Acyl-CoA_dh_M;Acyl-CoA_dh_N;ELFV_dehydrog_N;ELFV_dehydrog;NhaB;MotA_ExbB;ExbD;Mur_ligase_M;Peptidase_S9;Peptidase_S9_N;HTH_18;NusG;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;TubC_N;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;Bac_luciferase;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;KR;PP-binding;TubC_N;Condensation;AMP-binding;AMP-binding_C;PP-binding;TubC_N;Condensation;Asp_Glu_race;AMP-binding;PP-binding;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;Condensation;AMP-binding;PP-binding;Condensation;Condensation;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;KR;PP-binding;TubC_N;Condensation;AMP-binding;AMP-binding_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;KR;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;CmlA_N;Lactamase_B_3;TubC_N;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;CarbopepD_reg_2;OMP_b-brl_3;Thioesterase;Pyr_redox_3;ABC_membrane;ABC_tran;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;Abhydrolase_1;Abhydrolase_4;ACPS;TM_helix;MS_channel;DUF2652;Mur_ligase_C;Mur_ligase_M;Mur_ligase;FGE-sulfatase;Peptidase_C25;dCMP_cyt_deam_1;E1_dh;Biotin_lipoyl;Biotin_lipoyl;E3_binding;2-oxoacid_dh;NUDIX;Peptidase_M28;adh_short
Aq_135_43,Aq_135_43.region001,PKSother,PKSother,T3PKS,3,57,['PF07693.14 PF13443.6 PF00753.27 PF00078.27 PF00476.20 PF14059.6 PF07690.16 PF04264.13 PF01648.20 PF00550.25 PF02801.22 PF00109.26 PF07977.13 PF13561.6 PF02797.15 PF00195.19 PF13649.6 PF01494.19 PF00691.20 PF13488.6 PF13648.6 PF11700.8 PF01435.18 PF17137.4 PF01055.26 PF13802.6 PF16338.5 PF02806.18 PF00128.24 PF02922.18 PF00483.23 PF00534.20 PF08323.11 PF08713.11 PF13280.6 PF08279.12 PF00999.21 PF07992.14 PF08239.11'],39.0,KAP_NTPase;HTH_26;Lactamase_B;RVT_1;DNA_pol_A;DUF4251;MFS_1;YceI;ACPS;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;FabA;adh_short_C2;Chal_sti_synt_C;Chal_sti_synt_N;Methyltransf_25;FAD_binding_3;OmpA;Gly-zipper_Omp;Lipocalin_4;ATG22;Peptidase_M48;DUF5110;Glyco_hydro_31;Gal_mutarotas_2;DUF4968;Alpha-amylase_C;Alpha-amylase;CBM_48;NTP_transferase;Glycos_transf_1;Glyco_transf_5;DNA_alkylation;WYL;HTH_11;Na_H_Exchanger;Pyr_redox_2;SH3_3
Aq_AD1_region001,Aq_AD1_region001,PKSother,PKSother,T3PKS,3,57,['PF00378.20 PF12680.7 PF12833.7 PF00270.29 PF12706.7 PF16295.5 PF00440.23 PF12893.7 PF12833.7 PF00629.23 PF00756.20 PF00892.20 PF00892.20 PF14059.6 PF07690.16 PF04264.13 PF01648.20 PF00550.25 PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13649.6 PF01494.19 PF00691.20 PF13488.6 PF00691.20 PF13488.6 PF13648.6 PF11700.8 PF01435.18 PF17137.4 PF01055.26 PF13802.6 PF16338.5 PF02806.18 PF00128.24 PF02922.18 PF00483.23 PF00534.20 PF08323.11 PF08713.11 PF13280.6 PF08279.12 PF00999.21 PF02678.16 PF05726.13'],48.0,ECH_1;SnoaL_2;HTH_18;DEAD;Lactamase_B_2;TetR_C_10;TetR_N;Lumazine_bd_2;HTH_18;MAM;Esterase;EamA;EamA;DUF4251;MFS_1;YceI;ACPS;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;FabA;Chal_sti_synt_C;Chal_sti_synt_N;Methyltransf_25;FAD_binding_3;OmpA;Gly-zipper_Omp;OmpA;Gly-zipper_Omp;Lipocalin_4;ATG22;Peptidase_M48;DUF5110;Glyco_hydro_31;Gal_mutarotas_2;DUF4968;Alpha-amylase_C;Alpha-amylase;CBM_48;NTP_transferase;Glycos_transf_1;Glyco_transf_5;DNA_alkylation;WYL;HTH_11;Na_H_Exchanger;Pirin;Pirin_C
Aq_Aq107_contig_2,Aq_Aq107_contig_2.region001,PKSother,PKSother,T3PKS,3,57,['PF12680.7 PF12833.7 PF00270.29 PF12706.7 PF16295.5 PF00144.24 PF00144.24 PF12893.7 PF12833.7 PF00629.23 PF00892.20 PF00892.20 PF14059.6 PF07690.16 PF04264.13 PF01648.20 PF00550.25 PF02801.22 PF00109.26 PF07977.13 PF02797.15 PF00195.19 PF13649.6 PF01494.19 PF00691.20 PF13488.6 PF00691.20 PF13488.6 PF13648.6 PF11700.8 PF11700.8 PF01435.18 PF17137.4 PF01055.26 PF13802.6 PF16338.5 PF02806.18 PF00128.24 PF02922.18 PF00483.23 PF00534.20 PF08323.11 PF08713.11 PF13280.6 PF08279.12 PF00999.21 PF02678.16 PF05726.13'],48.0,SnoaL_2;HTH_18;DEAD;Lactamase_B_2;TetR_C_10;Beta-lactamase;Beta-lactamase;Lumazine_bd_2;HTH_18;MAM;EamA;EamA;DUF4251;MFS_1;YceI;ACPS;PP-binding;Ketoacyl-synt_C;ketoacyl-synt;FabA;Chal_sti_synt_C;Chal_sti_synt_N;Methyltransf_25;FAD_binding_3;OmpA;Gly-zipper_Omp;OmpA;Gly-zipper_Omp;Lipocalin_4;ATG22;ATG22;Peptidase_M48;DUF5110;Glyco_hydro_31;Gal_mutarotas_2;DUF4968;Alpha-amylase_C;Alpha-amylase;CBM_48;NTP_transferase;Glycos_transf_1;Glyco_transf_5;DNA_alkylation;WYL;HTH_11;Na_H_Exchanger;Pirin;Pirin_C
Aq_BL5_region001,Aq_BL5_region001,PKSother,PKSother,T3PKS,3,57,['PF00999.21 PF08279.12 PF13280.6 PF08713.11 PF08323.11 PF00534.20 PF00483.23 PF02922.18 PF00128.24 PF02806.18 PF16338.5 PF13802.6 PF01055.26 PF17137.4 PF01435.18 PF11700.8 PF13648.6 PF13488.6 PF00691.20 PF13648.6 PF13488.6 PF00691.20 PF01494.19 PF13847.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF00550.25 PF01648.20 PF04264.13 PF07690.16 PF14059.6 PF00892.20 PF00892.20 PF02581.17 PF00270.29 PF00629.23 PF12833.7 PF12893.7 PF01526.17 PF13700.6 PF12850.7 PF00239.21 PF02796.15'],46.0,Na_H_Exchanger;HTH_11;WYL;DNA_alkylation;Glyco_transf_5;Glycos_transf_1;NTP_transferase;CBM_48;Alpha-amylase;Alpha-amylase_C;DUF4968;Gal_mutarotas_2;Glyco_hydro_31;DUF5110;Peptidase_M48;ATG22;Lipocalin_4;Gly-zipper_Omp;OmpA;Lipocalin_4;Gly-zipper_Omp;OmpA;FAD_binding_3;Methyltransf_31;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ACPS;YceI;MFS_1;DUF4251;EamA;EamA;TMP-TENI;DEAD;MAM;HTH_18;Lumazine_bd_2;DDE_Tnp_Tn3;DUF4158;Metallophos_2;Resolvase;HTH_7
Aq_amphilecti_1,Aq_amphilecti_1.1.region002,PKSother,PKSother,T3PKS,3,57,['PF00722.21 PF16483.5 PF03422.15 PF00722.21 PF03422.15 PF08281.12 PF04542.14 PF12833.7 PF01494.19 PF00221.19 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF14903.6 PF13561.6 PF00109.26 PF02801.22 PF00550.25 PF03279.13 PF08541.10 PF14399.6 PF16169.5 PF00005.27 PF12698.7 PF13279.6 PF02801.22 PF00550.25 PF00109.26 PF02801.22 PF00109.26 PF01522.21 PF03548.15 PF07977.13 PF00535.26 PF09835.9 PF03176.15 PF01553.21 PF01593.24 PF03417.16 PF01797.16 PF00501.28 PF07730.13 PF02518.26 PF00072.24 PF00196.19 PF12732.7'],50.0,Pirin_C;Pirin;Na_H_Exchanger;HTH_11;WYL;DNA_alkylation;Glyco_transf_5;Glycos_transf_1;NTP_transferase;CBM_48;Alpha-amylase;Alpha-amylase_C;DUF4968;Gal_mutarotas_2;Glyco_hydro_31;DUF5110;Peptidase_M48;ATG22;Lipocalin_4;Gly-zipper_Omp;OmpA;Lipocalin_4;Gly-zipper_Omp;OmpA;FAD_binding_3;Methyltransf_25;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ACPS;YceI;MFS_1;DUF4251;EamA;EamA;MAM;HTH_18;Lumazine_bd_2;TetR_N;Lactamase_B_2;DEAD;Peptidase_S41
Aq_latercula_03,Aq_latercula_03.region001,PKSother,PKSother,T3PKS,3,57,['PF05726.13 PF02678.16 PF00999.21 PF08279.12 PF13280.6 PF08713.11 PF08323.11 PF00534.20 PF00483.23 PF02922.18 PF00128.24 PF02806.18 PF16338.5 PF13802.6 PF01055.26 PF17137.4 PF01435.18 PF11700.8 PF13648.6 PF13488.6 PF00691.20 PF13488.6 PF00691.20 PF01494.19 PF13649.6 PF00195.19 PF02797.15 PF07977.13 PF00109.26 PF02801.22 PF00550.25 PF01648.20 PF04264.13 PF07690.16 PF14059.6 PF00892.20 PF00892.20 PF00756.20 PF00629.23 PF12833.7 PF12893.7 PF00440.23 PF16295.5 PF12706.7 PF00270.29 PF12833.7 PF12680.7 PF00378.20'],48.0,Pirin_C;Pirin;Na_H_Exchanger;HTH_11;WYL;DNA_alkylation;Glyco_transf_5;Glycos_transf_1;NTP_transferase;CBM_48;Alpha-amylase;Alpha-amylase_C;DUF4968;Gal_mutarotas_2;Glyco_hydro_31;DUF5110;Peptidase_M48;ATG22;Lipocalin_4;Gly-zipper_Omp;OmpA;Gly-zipper_Omp;OmpA;FAD_binding_3;Methyltransf_25;Chal_sti_synt_N;Chal_sti_synt_C;FabA;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ACPS;YceI;MFS_1;DUF4251;EamA;EamA;Esterase;MAM;HTH_18;Lumazine_bd_2;TetR_N;TetR_C_10;Lactamase_B_2;DEAD;HTH_18;SnoaL_2;ECH_1
Aq_Aq78_contig_2,Aq_Aq78_contig_2.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,3,76,['PF13715.6 PF00719.19 PF03030.16 PF09949.9 PF00717.23 PF12844.7 PF04480.12 PF04055.21 PF13566.6 PF00881.24 PF13847.6 PF00805.22 PF00805.22 PF03781.16 PF01648.20 PF00975.20 PF07690.16 PF00975.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF08659.10 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF00501.28 PF00202.21 PF02423.15 PF00291.25 PF02357.19 PF00488.21 PF05192.18 PF05188.17 PF01624.20 PF00588.19 PF00629.23 PF00629.23 PF01244.21 PF01712.19 PF01288.20 PF02592.15 PF13502.6 PF01400.24'],83.0,CarbopepD_reg_2;Pyrophosphatase;H_PPase;DUF2183;Peptidase_S24;HTH_19;DUF559;Radical_SAM;DUF4130;Nitroreductase;Methyltransf_31;Pentapeptide;Pentapeptide;FGE-sulfatase;ACPS;Thioesterase;MFS_1;Thioesterase;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;KR;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;AMP-binding;Aminotran_3;OCD_Mu_crystall;PALP;NusG;MutS_V;MutS_III;MutS_II;MutS_I;SpoU_methylase;MAM;MAM;Peptidase_M19;dNK;HPPK;Vut_1;AsmA_2;Astacin
Aq_BL5_region005,Aq_BL5_region005,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,3,86,['PF13229.6 PF00231.19 PF00306.27 PF00006.25 PF02874.23 PF00213.18 PF00430.18 PF00137.21 PF00119.20 PF09527.10 PF01648.20 PF00005.27 PF02687.21 PF12704.7 PF02687.21 PF12704.7 PF00743.19 PF17131.4 PF00202.21 PF07993.12 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF00501.28 PF00668.20 PF18563.1 PF00550.25 PF13193.6 PF00501.28 PF00282.19 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00550.25 PF00550.25 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00668.20 PF00550.25 PF00501.28 PF00668.20 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF00550.25 PF00550.25 PF13193.6 PF00501.28 PF00668.20 PF00550.25 PF08659.10 PF14765.6 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF00550.25 PF00698.21 PF08241.12 PF00975.20 PF05721.13 PF02357.19 PF04519.13 PF00005.27 PF00970.24 PF00175.21 PF00111.27 PF01075.17 PF14063.6 PF02086.15 PF02843.16 PF01071.19 PF02844.15'],92.0,Beta_helix;ATP-synt;ATP-synt_ab_C;ATP-synt_ab;ATP-synt_ab_N;OSCP;ATP-synt_B;ATP-synt_C;ATP-synt_A;ATPase_gene1;ACPS;ABC_tran;FtsX;MacB_PCD;FtsX;MacB_PCD;FMO-like;LolA_like;Aminotran_3;NAD_binding_4;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding;Condensation;TubC_N;PP-binding;AMP-binding_C;AMP-binding;Pyridoxal_deC;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;PP-binding;PP-binding;PP-binding;AMP-binding_C;AMP-binding;Condensation;Condensation;PP-binding;AMP-binding;Condensation;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;PP-binding;PP-binding;AMP-binding_C;AMP-binding;Condensation;PP-binding;KR;PS-DH;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;PP-binding;Acyl_transf_1;Methyltransf_11;Thioesterase;PhyH;NusG;Bactofilin;ABC_tran;FAD_binding_6;NAD_binding_1;Fer2;Glyco_transf_9;DUF4254;MethyltransfD12;GARS_C;GARS_A;GARS_N
Aq_MAR_region002,Aq_MAR_region002,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,3,91,['PF13502.6 PF02592.15 PF01288.20 PF01712.19 PF01244.21 PF00629.23 PF00629.23 PF00588.19 PF01624.20 PF05188.17 PF05192.18 PF00488.21 PF13007.7 PF12833.7 PF00196.19 PF13508.7 PF02357.19 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF00550.25 PF13715.6 PF14905.6 PF05899.12 PF05899.12 PF18563.1 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF00296.20 PF00501.28 PF13193.6 PF00550.25 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF08659.10 PF00550.25 PF18563.1 PF00668.20 PF00501.28 PF00550.25 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF08659.10 PF00550.25 PF18563.1 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF00501.28 PF00550.25 PF00109.26 PF02801.22 PF16197.5 PF00550.25 PF00668.20 PF00501.28 PF00550.25 PF00109.26 PF02801.22 PF16197.5 PF00550.25 PF00668.20 PF00501.28 PF00550.25 PF18563.1 PF00668.20 PF00501.28 PF00550.25 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00975.20 PF00975.20 PF00005.27 PF00668.20 PF00501.28 PF13193.6 PF00550.25 PF00668.20 PF01648.20 PF00561.20 PF08386.10 PF03781.16 PF00805.22 PF13649.6 PF00881.24 PF13566.6 PF04055.21 PF04480.12 PF01381.22 PF00717.23 PF09949.9 PF00583.25 PF03030.16 PF00719.19'],112.0,AsmA_2;Vut_1;HPPK;dNK;Peptidase_M19;MAM;MAM;SpoU_methylase;MutS_I;MutS_II;MutS_III;MutS_V;LZ_Tnp_IS66;HTH_18;GerE;Acetyltransf_7;NusG;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;CarbopepD_reg_2;OMP_b-brl_3;Cupin_3;Cupin_3;TubC_N;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;Bac_luciferase;AMP-binding;AMP-binding_C;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;KR;PP-binding;TubC_N;Condensation;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;KR;PP-binding;TubC_N;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PP-binding;Condensation;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;PP-binding;Condensation;AMP-binding;PP-binding;TubC_N;Condensation;AMP-binding;PP-binding;Condensation;AMP-binding;AMP-binding_C;PP-binding;Thioesterase;Thioesterase;ABC_tran;Condensation;AMP-binding;AMP-binding_C;PP-binding;Condensation;ACPS;Abhydrolase_1;Abhydrolase_4;FGE-sulfatase;Pentapeptide;Methyltransf_25;Nitroreductase;DUF4130;Radical_SAM;DUF559;HTH_3;Peptidase_S24;DUF2183;Acetyltransf_1;H_PPase;Pyrophosphatase
Aq_MAR_region005,Aq_MAR_region005,PKSother,PKSother,T3PKS,3,94,['PF02897.15 PF00326.21 PF12833.7 PF07719.17 PF03572.18 PF04397.15 PF00072.24 PF06580.13 PF12893.7 PF06452.11 PF02253.15 PF00999.21 PF08279.12 PF13280.6 PF01435.18 PF11700.8 PF13648.6 PF13441.6 PF00691.20 PF01494.19 PF13649.6 PF00195.19 PF02797.15 PF13561.6 PF07977.13 PF07859.13 PF00109.26 PF02801.22 PF00550.25 PF01648.20 PF00675.20 PF05193.21 PF00675.20 PF05193.21 PF04264.13 PF07690.16 PF14059.6 PF00005.27 PF17755.1 PF01872.17'],40.0,Peptidase_S9_N;Peptidase_S9;HTH_18;TPR_2;Peptidase_S41;LytTR;Response_reg;His_kinase;Lumazine_bd_2;CBM9_1;PLA1;Na_H_Exchanger;HTH_11;WYL;Peptidase_M48;ATG22;Lipocalin_4;Gly-zipper_YMGG;OmpA;FAD_binding_3;Methyltransf_25;Chal_sti_synt_N;Chal_sti_synt_C;adh_short_C2;FabA;Abhydrolase_3;ketoacyl-synt;Ketoacyl-synt_C;PP-binding;ACPS;Peptidase_M16;Peptidase_M16_C;Peptidase_M16;Peptidase_M16_C;YceI;MFS_1;DUF4251;ABC_tran;UvrA_DNA-bind;RibD_C
Aq_RZ0_10,Aq_RZ0_10.1.region001,PKSother,PKSother,hglE-KS.T1PKS,3,101,['PF00472.20 PF13424.6 PF07730.13 PF00004.29 PF17866.1 PF00691.20 PF00005.27 PF00201.18 PF00561.20 PF01648.20 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF08659.10 PF00550.25 PF00698.21 PF16197.5 PF02801.22 PF00109.26 PF03060.15 PF01758.16 PF07786.12 PF07715.15 PF13715.6 PF12099.8 PF04542.14 PF08281.12 PF04773.13 PF07715.15 PF13648.6 PF01293.20 PF05724.11'],33.0,RF-1;TPR_12;HisKA_3;AAA;AAA_lid_6;OmpA;ABC_tran;UDPGT;Abhydrolase_1;ACPS;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;KR;PP-binding;Acyl_transf_1;KAsynt_C_assoc;Ketoacyl-synt_C;ketoacyl-synt;NMO;SBF;DUF1624;Plug;CarbopepD_reg_2;DUF3575;Sigma70_r2;Sigma70_r4_2;FecR;Plug;Lipocalin_4;PEPCK_ATP;TPMT
Aq_RZ0_13,Aq_RZ0_13.1.region001,PKSother,PKS-NRP_Hybrids,T1PKS.NRPS,3,102,['PF13715.6 PF07715.15 PF00593.24 PF14322.6 PF07980.11 PF13517.6 PF13517.6 PF13517.6 PF07593.12 PF13517.6 PF13517.6 PF02884.17 PF02278.18 PF09093.11 PF09092.11 PF02156.15 PF08757.11 PF00932.19 PF13649.6 PF00501.28 PF00550.25 PF00109.26 PF02801.22 PF16197.5 PF00698.21 PF00550.25 PF00202.21 PF00668.20 PF00501.28 PF00550.25 PF00975.20 PF18559.1 PF01915.22 PF00933.21 PF13517.6 PF13517.6 PF07593.12 PF13517.6 PF13517.6 PF07980.11 PF14322.6 PF07715.15 PF13715.6 PF12833.7 PF00072.24 PF02518.26 PF00512.25 PF07495.13 PF07494.11 PF07690.16 PF00294.24'],51.0,CarbopepD_reg_2;Plug;TonB_dep_Rec;SusD-like_3;SusD_RagB;VCBS;VCBS;VCBS;UnbV_ASPIC;VCBS;VCBS;Lyase_8_C;Lyase_8;Lyase_catalyt;Lyase_N;Glyco_hydro_26;CotH;LTD;Methyltransf_25;AMP-binding;PP-binding;ketoacyl-synt;Ketoacyl-synt_C;KAsynt_C_assoc;Acyl_transf_1;PP-binding;Aminotran_3;Condensation;AMP-binding;PP-binding;Thioesterase;Exop_C;Glyco_hydro_3_C;Glyco_hydro_3;VCBS;VCBS;UnbV_ASPIC;VCBS;VCBS;SusD_RagB;SusD-like_3;Plug;CarbopepD_reg_2;HTH_18;Response_reg;HATPase_c;HisKA;Y_Y_Y;Reg_prop;MFS_1;PfkB
